run_accession	sample_accession	experiment_accession	study_accession	tax_id	scientific_name	library_name	library_layout	library_selection	fastq_md5	fastq_ftp	submitted_ftp	sample_alias	sample_title
SRR034706	SAMN00008262	SRX016149	PRJNA63463	7227	Drosophila melanogaster	E0-12_HDAC-498_ChIPSeq_1 and 2	SINGLE	ChIP	86c8c24f1f0ac76a856be08734ddb8a2	ftp.sra.ebi.ac.uk/vol1/fastq/SRR034/SRR034706/SRR034706.fastq.gz		GSM499640	E0-12_HDAC-498_ChIPSeq_1 and 2
SRR034707	SAMN00008262	SRX016149	PRJNA63463	7227	Drosophila melanogaster	E0-12_HDAC-498_ChIPSeq_1 and 2	SINGLE	ChIP	2bb180156f047a247139c2a67dca3371	ftp.sra.ebi.ac.uk/vol1/fastq/SRR034/SRR034707/SRR034707.fastq.gz		GSM499640	E0-12_HDAC-498_ChIPSeq_1 and 2
SRR034712	SAMN00008265	SRX016152	PRJNA63463	7227	Drosophila melanogaster	E0-12_HDAC-501_ChIPSeq_1 and 2	SINGLE	ChIP	f555d271cdbcb074e078cb3d5df07566	ftp.sra.ebi.ac.uk/vol1/fastq/SRR034/SRR034712/SRR034712.fastq.gz		GSM499643	E0-12_HDAC-501_ChIPSeq_1 and 2
SRR034722	SAMN00008272	SRX016159	PRJNA63463	7227	Drosophila melanogaster	S2_CTCF200_INPUT_1	SINGLE	ChIP	9f3d95f3d08b781fb1885aa80e51a5fb	ftp.sra.ebi.ac.uk/vol1/fastq/SRR034/SRR034722/SRR034722.fastq.gz		GSM499650	S2_CTCF200_INPUT_1
SRR034723	SAMN00008273	SRX016160	PRJNA63463	7227	Drosophila melanogaster	S2_CTCF500_ChIPSeq_1 and 2	SINGLE	ChIP	dbc28434b0c1612ef281419bee76aae4	ftp.sra.ebi.ac.uk/vol1/fastq/SRR034/SRR034723/SRR034723.fastq.gz		GSM499651	S2_CTCF500_ChIPSeq_1 and 2
SRR034726	SAMN00008275	SRX016162	PRJNA63463	7227	Drosophila melanogaster	WPP30-33_ChIPSeq_1, 2 and 3	SINGLE	ChIP	f83d57dab058d814366c5cfb87a94437	ftp.sra.ebi.ac.uk/vol1/fastq/SRR034/SRR034726/SRR034726.fastq.gz		GSM499653	WPP30-33_EcRGFP_ChIPSeq_1, 2 and 3
SRR034727	SAMN00008275	SRX016162	PRJNA63463	7227	Drosophila melanogaster	WPP30-33_ChIPSeq_1, 2 and 3	SINGLE	ChIP	097a728120870856b1f2bffa150c6158	ftp.sra.ebi.ac.uk/vol1/fastq/SRR034/SRR034727/SRR034727.fastq.gz		GSM499653	WPP30-33_EcRGFP_ChIPSeq_1, 2 and 3
SRR034728	SAMN00008275	SRX016162	PRJNA63463	7227	Drosophila melanogaster	WPP30-33_ChIPSeq_1, 2 and 3	SINGLE	ChIP	6ad5da3d860fa36e657a592d03405bdb	ftp.sra.ebi.ac.uk/vol1/fastq/SRR034/SRR034728/SRR034728.fastq.gz		GSM499653	WPP30-33_EcRGFP_ChIPSeq_1, 2 and 3
SRR034731	SAMN00008278	SRX016165	PRJNA63463	7227	Drosophila melanogaster	WPP30-33_INPUT_3	SINGLE	ChIP	6e5dc487d3b53c4805b5f69d9131e64d	ftp.sra.ebi.ac.uk/vol1/fastq/SRR034/SRR034731/SRR034731.fastq.gz		GSM499656	WPP30-33_INPUT_3
SRR034737	SAMN00008282	SRX016169	PRJNA63463	7227	Drosophila melanogaster	WPP_INPUT_3	SINGLE	ChIP	5f302a8f707385832a75764a32ec736c	ftp.sra.ebi.ac.uk/vol1/fastq/SRR034/SRR034737/SRR034737.fastq.gz		GSM499660	WPP_INPUT_3
SRR034738	SAMN00008283	SRX016170	PRJNA63463	7227	Drosophila melanogaster	w3L_ChIPSeq_1, 2 and 3	SINGLE	ChIP	e79ab03d5152cc9bb4f557e156abe513	ftp.sra.ebi.ac.uk/vol1/fastq/SRR034/SRR034738/SRR034738.fastq.gz		GSM499661	w3L_7T(cad-GFP)_ChIPSeq_1, 2 and 3
SRR034739	SAMN00008283	SRX016170	PRJNA63463	7227	Drosophila melanogaster	w3L_ChIPSeq_1, 2 and 3	SINGLE	ChIP	d69038f6ce1161aa6f9cbb14ba3392e7	ftp.sra.ebi.ac.uk/vol1/fastq/SRR034/SRR034739/SRR034739.fastq.gz		GSM499661	w3L_7T(cad-GFP)_ChIPSeq_1, 2 and 3
SRR034741	SAMN00008284	SRX016171	PRJNA63463	7227	Drosophila melanogaster	w3L_INPUT_1	SINGLE	ChIP	4dfb28d5744eceb609394471aa879940	ftp.sra.ebi.ac.uk/vol1/fastq/SRR034/SRR034741/SRR034741.fastq.gz		GSM499662	w3L_INPUT_1
SRR034743	SAMN00008286	SRX016173	PRJNA63463	7227	Drosophila melanogaster	w3L_INPUT_3	SINGLE	ChIP	ce9b7c228c0e80442ab288399815756b	ftp.sra.ebi.ac.uk/vol1/fastq/SRR034/SRR034743/SRR034743.fastq.gz		GSM499664	w3L_INPUT_3
SRR037522	SAMN00009746	SRX017465	PRJNA63463	7227	Drosophila melanogaster	ORC2_ML_DmBG3_c2_1 extraction1_seq1 aliquote 1	SINGLE	ChIP	e111848e1be06b20024c82d1cdf3c879	ftp.sra.ebi.ac.uk/vol1/fastq/SRR037/SRR037522/SRR037522.fastq.gz		GSM522356	ORC2_ML_DmBG3_c2_1 extraction1_seq1 aliquote 1
SRR037524	SAMN00009748	SRX017467	PRJNA63463	7227	Drosophila melanogaster	ORC2_ML_DmBG3_c2_Input_1 extraction3_seq1 aliquote 1	SINGLE	ChIP	b7ee7fadd2a06d75778e80987167b465	ftp.sra.ebi.ac.uk/vol1/fastq/SRR037/SRR037524/SRR037524.fastq.gz		GSM522358	ORC2_ML_DmBG3_c2_Input_1 extraction3_seq1 aliquote 1
SRR139079	SAMN00253853	SRX050597	PRJNA63463	7227	Drosophila melanogaster	GSM694122: MCM S2 July 2010 extraction3_seq1 aliquote 1	SINGLE	ChIP	15d3d05262fda0670558664cbfc653e5	ftp.sra.ebi.ac.uk/vol1/fastq/SRR139/SRR139079/SRR139079.fastq.gz		GSM694122	MCM S2 July 2010 extraction3_seq1 aliquote 1
SRR139082	SAMN00253856	SRX050600	PRJNA63463	7227	Drosophila melanogaster	GSM694126: 24h Embryo Orc ChIP-Seq extraction3_seq1 aliquote 1	SINGLE	ChIP	d34175525b8eb76b09cdb6b9a699e7ad	ftp.sra.ebi.ac.uk/vol1/fastq/SRR139/SRR139082/SRR139082.fastq.gz		GSM694126	24h Embryo Orc ChIP-Seq extraction3_seq1 aliquote 1
SRR139085	SAMN00253859	SRX050603	PRJNA63463	7227	Drosophila melanogaster	GSM694129: 0-24h Embryo PolII ChIP-Seq extraction2_seq1 aliquote 1	SINGLE	ChIP	befc01aaf9ca7b820a4d32c0261f13c4	ftp.sra.ebi.ac.uk/vol1/fastq/SRR139/SRR139085/SRR139085.fastq.gz		GSM694129	0-24h Embryo PolII ChIP-Seq extraction2_seq1 aliquote 1
SRR139086	SAMN00253860	SRX050604	PRJNA63463	7227	Drosophila melanogaster	GSM694130: 0-24h Embryo PolII ChIP-Seq extraction3_seq1 aliquote 1	SINGLE	ChIP	2768382ac6f11232c58875447a941b33	ftp.sra.ebi.ac.uk/vol1/fastq/SRR139/SRR139086/SRR139086.fastq.gz		GSM694130	0-24h Embryo PolII ChIP-Seq extraction3_seq1 aliquote 1
SRR139088	SAMN00253862	SRX050606	PRJNA63463	7227	Drosophila melanogaster	GSM694132: SG Orc ChIP-Seq extraction1_seq1 aliquote 1	SINGLE	ChIP	a61a0acbc3a52535e03bb93a8145b90e	ftp.sra.ebi.ac.uk/vol1/fastq/SRR139/SRR139088/SRR139088.fastq.gz		GSM694132	SG Orc ChIP-Seq extraction1_seq1 aliquote 1
SRR139090	SAMN00253864	SRX050608	PRJNA63463	7227	Drosophila melanogaster	GSM694134: SG Orc ChIP-Seq extraction2_seq1 aliquote 1	SINGLE	ChIP	8dca64d8d89bed242e790a92469ab6d3	ftp.sra.ebi.ac.uk/vol1/fastq/SRR139/SRR139090/SRR139090.fastq.gz		GSM694134	SG Orc ChIP-Seq extraction2_seq1 aliquote 1
SRR139091	SAMN00253865	SRX050609	PRJNA63463	7227	Drosophila melanogaster	GSM694135: SG Orc ChIP-Seq extraction2_seq1 aliquote 2	SINGLE	ChIP	aa288acca000660ad9e2a91449ffe871	ftp.sra.ebi.ac.uk/vol1/fastq/SRR139/SRR139091/SRR139091.fastq.gz		GSM694135	SG Orc ChIP-Seq extraction2_seq1 aliquote 2
SRR14833884	SAMN19597456	SRX11161349	PRJNA63463	6239	Caenorhabditis elegans		PAIRED	other	7c9e4809e0251740470a119cdba47bbe;d99ac4c5f7d6f394de25b3a91452f5f4	ftp.sra.ebi.ac.uk/vol1/fastq/SRR148/084/SRR14833884/SRR14833884_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR148/084/SRR14833884/SRR14833884_2.fastq.gz		ENCODE biosample ENCBS693KEK	ENCODE biosample ENCBS693KEK
SRR14850505	SAMN19597454	SRX11169237	PRJNA63463	6239	Caenorhabditis elegans		PAIRED	other	e1520a637b45060cf98e54eb61ea6fa7;44833bbeeb924c16732c0f82a179a26c	ftp.sra.ebi.ac.uk/vol1/fastq/SRR148/005/SRR14850505/SRR14850505_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR148/005/SRR14850505/SRR14850505_2.fastq.gz		ENCODE biosample ENCBS001KNW	ENCODE biosample ENCBS001KNW: Synchronized adults without germline
SRR153768	SAMN00254002	SRX052711	PRJNA63463	7227	Drosophila melanogaster	GSM697064: Cl8 CNV extraction1_seq1 aliquote 1	SINGLE	RANDOM	efbc717489a3d9f5c7f93ebec674a6ab	ftp.sra.ebi.ac.uk/vol1/fastq/SRR153/SRR153768/SRR153768.fastq.gz		GSM697064	Cl8 CNV extraction1_seq1 aliquote 1
SRR384906	SAMN00760758	SRX109255	PRJNA63463	7227	Drosophila melanogaster	GSM838747: PolyA Spanning Reads from Drosophila melanogaster, RNA ID=509	PAIRED	cDNA	2daf9af6a94cafd315c808a1ddb8b174;48141465c8316a88c3a14c0b02e20ac5	ftp.sra.ebi.ac.uk/vol1/fastq/SRR384/SRR384906/SRR384906_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR384/SRR384906/SRR384906_2.fastq.gz		GSM838747	PolyA Spanning Reads from Drosophila melanogaster, RNA ID=509
SRR384907	SAMN00760759	SRX109256	PRJNA63463	7227	Drosophila melanogaster	GSM838748: PolyA Spanning Reads from Drosophila melanogaster, RNA ID=538	PAIRED	cDNA	139031a729c4685253169a8ebbb5cb32;9296b040dc86c18991e991bd403757e9	ftp.sra.ebi.ac.uk/vol1/fastq/SRR384/SRR384907/SRR384907_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR384/SRR384907/SRR384907_2.fastq.gz		GSM838748	PolyA Spanning Reads from Drosophila melanogaster, RNA ID=538
SRR384914	SAMN00760766	SRX109263	PRJNA63463	7227	Drosophila melanogaster	GSM838755: PolyA Spanning Reads from Drosophila melanogaster, RNA ID=584	PAIRED	cDNA	521fbfab35bdb89094f18b0f3d7d9a9d;12fc3cb70d9cd9cd62af4b858f6d7b5e	ftp.sra.ebi.ac.uk/vol1/fastq/SRR384/SRR384914/SRR384914_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR384/SRR384914/SRR384914_2.fastq.gz		GSM838755	PolyA Spanning Reads from Drosophila melanogaster, RNA ID=584
SRR384915	SAMN00760767	SRX109264	PRJNA63463	7227	Drosophila melanogaster	GSM838756: PolyA Spanning Reads from Drosophila melanogaster, RNA ID=590	PAIRED	cDNA	89ef2b3a8363e0cdb91d91c08f7c0ab6;543bc980763a102d6f84948606d5e5b5	ftp.sra.ebi.ac.uk/vol1/fastq/SRR384/SRR384915/SRR384915_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR384/SRR384915/SRR384915_2.fastq.gz		GSM838756	PolyA Spanning Reads from Drosophila melanogaster, RNA ID=590
SRR384916	SAMN00760768	SRX109265	PRJNA63463	7227	Drosophila melanogaster	GSM838757: PolyA Spanning Reads from Drosophila melanogaster, RNA ID=515	PAIRED	cDNA	80589e42e81c8fb48ad6c17cbbe7036a;0d5ec85efba504141e77157c402d6918	ftp.sra.ebi.ac.uk/vol1/fastq/SRR384/SRR384916/SRR384916_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR384/SRR384916/SRR384916_2.fastq.gz		GSM838757	PolyA Spanning Reads from Drosophila melanogaster, RNA ID=515
